,zipcode,price,accommodates,bathrooms,bedrooms,beds,bed_type,host_is_superhost,host_identity_verified,property_type,room_type,cancellation_policy,instant_bookable,calculated_host_listings_count,host_total_listings_count,number_of_reviews,minimum_nights,city,comfort,availability_30,availability_60,availability_90,availability_365
825,20007,550.0,8,3.0,3.0,3.0,Real Bed,f,t,House,Entire home/apt,strict,f,27,30,11,3,Washington,2.6666666666666665,16,42,63,318
826,20007,115.0,2,1.0,1.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,f,1,1,0,5,Washington,1.0,0,0,0,80
827,20007,500.0,6,3.5,4.0,4.0,Real Bed,f,f,House,Entire home/apt,flexible,f,1,1,0,1,Washington,1.5,25,55,85,88
828,20007,155.0,2,1.0,1.0,1.0,Real Bed,t,t,House,Private room,strict,f,2,3,10,3,Washington,2.0,8,29,59,334
829,20007,178.0,2,1.0,0.0,1.0,Real Bed,f,f,Apartment,Entire home/apt,flexible,t,16,16,4,1,Washington,2.0,12,42,72,347
830,20007,155.0,2,1.0,1.0,1.0,Real Bed,t,t,House,Entire home/apt,strict,f,2,3,5,3,Washington,2.0,17,47,77,352
831,20007,155.0,3,1.0,1.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,f,1,1,27,3,Washington,1.5,14,40,70,341
832,20007,99.0,5,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,1,1,10,1,Washington,5.0,6,6,6,13
833,20007,165.0,2,1.0,0.0,1.0,Real Bed,f,f,Apartment,Entire home/apt,moderate,f,1,1,1,3,Washington,2.0,30,60,90,365
834,20007,375.0,5,2.5,2.0,4.0,Real Bed,f,f,Apartment,Entire home/apt,flexible,f,16,16,2,2,Washington,1.25,10,34,64,336
835,20007,175.0,4,1.0,1.0,2.0,Real Bed,f,f,Apartment,Entire home/apt,flexible,f,16,16,7,1,Washington,2.0,17,45,75,350
836,20007,60.0,1,1.0,1.0,1.0,Real Bed,f,t,House,Private room,strict,f,4,4,5,10,Washington,1.0,0,9,39,314
837,20007,120.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,f,1,1,23,1,Washington,2.0,1,1,16,291
838,20007,300.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,Entire home/apt,flexible,f,16,16,7,2,Washington,2.0,24,54,84,354
839,20007,130.0,2,1.5,1.0,1.0,Real Bed,f,t,Townhouse,Private room,flexible,f,1,1,12,1,Washington,2.0,6,30,48,301
840,20007,300.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,Entire home/apt,flexible,f,16,16,1,2,Washington,2.0,16,46,76,351
841,20007,100.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,Entire home/apt,flexible,t,1,1,0,3,Washington,2.0,3,9,18,224
842,20007,120.0,2,1.0,0.0,1.0,Real Bed,f,f,Apartment,Entire home/apt,flexible,f,1,1,0,1,Washington,2.0,4,34,64,339
843,20007,325.0,3,1.0,2.0,2.0,Real Bed,f,t,House,Entire home/apt,flexible,f,1,1,17,3,Washington,1.5,0,0,0,275
844,20007,180.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,f,1,1,2,1,Washington,2.0,1,1,1,185
845,20007,350.0,4,3.5,4.0,4.0,Real Bed,f,f,House,Entire home/apt,strict,f,1,1,0,1,Washington,1.0,24,45,75,350
846,20007,70.0,2,1.0,1.0,1.0,Real Bed,t,t,Apartment,Private room,strict,t,2,2,4,1,Washington,2.0,0,0,0,0
847,20007,85.0,2,1.0,1.0,1.0,Real Bed,f,t,House,Private room,moderate,f,1,1,6,1,Washington,2.0,0,17,44,319
848,20007,225.0,3,1.5,2.0,2.0,Real Bed,f,t,House,Entire home/apt,strict,f,1,2,0,2,Washington,1.5,8,38,68,343
849,20007,474.0,6,2.0,3.0,3.0,Real Bed,f,t,Townhouse,Entire home/apt,strict,f,1,5,1,7,Washington,2.0,30,60,90,273
850,20007,110.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,t,1,1,1,1,Washington,2.0,17,47,77,352
851,20007,109.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Private room,flexible,f,1,1,3,1,Washington,2.0,12,34,64,154
852,20007,300.0,4,1.5,2.0,2.0,Real Bed,f,t,House,Entire home/apt,flexible,t,1,1,2,4,Washington,2.0,0,0,28,303
853,20007,775.0,6,3.5,3.0,4.0,Real Bed,f,t,House,Entire home/apt,strict,f,29,32,1,4,Washington,1.5,11,30,38,264
854,20007,140.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,f,1,1,11,2,Washington,2.0,0,5,32,307
855,20007,595.0,6,3.5,3.0,3.0,Real Bed,f,t,House,Entire home/apt,strict,f,1,1,4,7,Washington,2.0,18,48,78,353
856,20007,249.0,5,1.0,2.0,5.0,Real Bed,f,t,House,Entire home/apt,strict,f,4,4,7,1,Washington,1.0,13,33,62,333
857,20007,110.0,2,1.0,1.0,1.0,Real Bed,f,t,House,Private room,flexible,f,1,1,0,1,Washington,2.0,3,3,11,32
858,20007,60.0,1,1.0,1.0,1.0,Real Bed,f,t,House,Private room,strict,f,4,4,1,25,Washington,1.0,0,9,39,314
859,20007,201.0,4,1.0,2.0,3.0,Real Bed,f,t,House,Entire home/apt,strict,f,29,32,11,2,Washington,1.3333333333333333,0,0,0,0
860,20007,95.0,1,1.0,0.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,f,6,6,0,5,Washington,1.0,1,31,61,336
861,20007,975.0,7,2.5,4.0,4.0,Real Bed,t,t,House,Entire home/apt,strict,f,1,1,11,2,Washington,1.75,11,26,48,317
862,20007,179.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,Entire home/apt,moderate,f,1,1,6,2,Washington,2.0,0,0,0,179
863,20007,375.0,4,1.5,0.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,f,1,1,3,2,Washington,2.0,0,0,0,191
864,20007,125.0,1,1.5,1.0,1.0,Real Bed,f,t,House,Private room,strict,f,1,1,10,3,Washington,1.0,21,51,81,356
865,20007,120.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,f,1,2,8,2,Washington,2.0,14,28,58,333
866,20007,200.0,4,1.0,1.0,2.0,Real Bed,f,f,Apartment,Entire home/apt,moderate,f,1,1,11,2,Washington,2.0,23,53,83,358
867,20007,129.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,f,2,2,7,2,Washington,2.0,4,19,45,317
868,20007,225.0,6,1.5,2.0,3.0,Real Bed,f,t,House,Entire home/apt,strict,f,22,25,4,3,Washington,2.0,11,41,68,330
869,20007,185.0,2,1.0,0.0,1.0,Real Bed,f,f,Apartment,Entire home/apt,flexible,f,16,16,4,1,Washington,2.0,3,23,53,328
870,20007,299.0,4,1.0,2.0,3.0,Real Bed,f,t,House,Entire home/apt,strict,f,4,7,4,3,Washington,1.3333333333333333,0,0,0,215
871,20007,65.0,1,1.0,1.0,1.0,Real Bed,f,t,House,Private room,strict,f,4,4,21,7,Washington,1.0,1,24,54,329
872,20007,600.0,4,2.0,3.0,3.0,Real Bed,f,t,House,Entire home/apt,flexible,f,1,1,0,2,Washington,1.3333333333333333,22,41,60,216
873,20007,375.0,4,1.5,2.0,2.0,Real Bed,f,f,House,Entire home/apt,moderate,f,1,1,0,1,Washington,2.0,24,52,82,357
874,20007,122.0,2,1.0,0.0,1.0,Real Bed,f,f,Apartment,Entire home/apt,flexible,t,16,16,5,2,Washington,2.0,2,17,43,318
875,20007,300.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,2,3,0,3,Washington,3.0,0,0,0,275
876,20007,100.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,f,1,1,11,2,Washington,2.0,3,12,26,195
877,20007,569.0,6,3.5,3.0,4.0,Real Bed,f,f,Apartment,Entire home/apt,moderate,f,16,16,10,7,Washington,1.5,18,44,56,301
878,20007,124.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,1,1,13,10,Washington,3.0,14,44,74,74
880,22209,175.0,3,1.0,1.0,1.0,Real Bed,f,f,Apartment,Entire home/apt,strict,f,1,1,63,1,Arlington,3.0,16,43,73,163
881,20007,105.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,f,1,1,1,2,Washington,3.0,0,0,21,230
882,20007,220.0,4,1.0,2.0,1.0,Real Bed,f,t,House,Entire home/apt,strict,t,2,5,17,4,Washington,4.0,11,31,61,151
883,20007,78.0,2,1.0,1.0,1.0,Real Bed,t,t,Apartment,Private room,strict,t,2,2,7,1,Washington,2.0,0,1,31,31
884,20007,198.0,4,1.5,1.0,2.0,Real Bed,f,f,Apartment,Entire home/apt,flexible,f,16,16,14,1,Washington,2.0,14,40,70,341
885,20007,110.0,1,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,1,1,0,7,Washington,1.0,0,0,0,0
886,20007,195.0,3,1.0,1.0,2.0,Real Bed,f,f,Apartment,Entire home/apt,flexible,f,16,16,9,2,Washington,1.5,7,37,67,338
887,20007,249.0,6,2.0,3.0,3.0,Real Bed,f,t,Condominium,Entire home/apt,flexible,f,1,1,3,2,Washington,2.0,8,38,68,158
888,20007,161.0,5,1.0,1.0,2.0,Real Bed,f,f,Apartment,Entire home/apt,flexible,f,16,16,5,1,Washington,2.5,9,39,69,344
889,20007,135.0,2,1.5,1.0,1.0,Real Bed,f,t,House,Private room,moderate,f,2,2,2,2,Washington,2.0,16,46,76,351
890,20007,185.0,2,2.0,1.0,1.0,Real Bed,f,f,Apartment,Entire home/apt,moderate,f,1,1,15,1,Washington,2.0,15,41,71,71
891,20007,104.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,Private room,flexible,f,1,1,10,1,Washington,3.0,17,47,77,352
892,20007,75.0,1,1.0,1.0,1.0,Real Bed,f,t,House,Private room,strict,f,2,2,7,3,Washington,1.0,8,26,40,315
893,20007,139.0,3,1.0,1.0,2.0,Real Bed,f,t,House,Private room,strict,f,4,7,16,3,Washington,1.5,0,0,0,215
894,20007,350.0,6,1.5,2.0,2.0,Real Bed,f,t,House,Entire home/apt,strict,f,2,2,29,2,Washington,3.0,20,50,80,355
895,20007,239.0,3,1.5,2.0,2.0,Real Bed,f,f,House,Entire home/apt,flexible,f,1,1,0,1,Washington,1.5,0,0,0,78
896,20007,450.0,5,2.5,2.0,3.0,Real Bed,f,f,Apartment,Entire home/apt,flexible,f,16,16,2,2,Washington,1.6666666666666667,9,39,69,341
897,20007,129.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,4,7,2,3,Washington,2.0,0,0,21,296
898,20007,100.0,2,1.0,2.0,2.0,Real Bed,f,f,Apartment,Entire home/apt,flexible,f,1,1,12,1,Washington,1.0,0,0,0,51
899,20007,200.0,3,2.5,3.0,3.0,Real Bed,f,t,House,Entire home/apt,flexible,f,1,1,0,1,Washington,1.0,0,0,22,290
900,20007,130.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,Entire home/apt,flexible,f,1,1,4,3,Washington,2.0,0,0,0,109
901,20007-3413,179.0,2,1.0,1.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,1,1,25,3,Washington,1.0,8,32,53,327
902,20007,450.0,4,1.5,3.0,3.0,Real Bed,f,f,House,Entire home/apt,flexible,f,1,1,0,1,Washington,1.3333333333333333,30,60,90,365
903,20007,475.0,6,3.0,2.0,4.0,Real Bed,f,t,House,Entire home/apt,strict,f,27,30,3,3,Washington,1.5,9,9,17,257
904,20007,95.0,1,1.0,0.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,f,6,6,0,5,Washington,1.0,0,0,0,258
905,20007,95.0,1,1.0,0.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,f,6,6,0,5,Washington,1.0,25,55,85,360
906,20007,450.0,4,2.0,2.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,2,3,0,3,Washington,2.0,21,51,81,281
907,20007,90.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,f,1,1,2,3,Washington,2.0,3,3,3,276
908,20007,170.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,f,1,1,12,3,Washington,2.0,5,20,50,306
909,20007,120.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,Entire home/apt,flexible,f,1,1,10,2,Washington,2.0,1,31,61,61
910,20007,415.0,5,2.0,2.0,3.0,Real Bed,f,f,Apartment,Entire home/apt,flexible,f,16,16,1,1,Washington,1.6666666666666667,16,46,76,349
911,20007,175.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,f,1,1,3,2,Washington,3.0,0,0,0,76
912,20007,400.0,4,1.5,2.0,3.0,Real Bed,f,t,House,Entire home/apt,strict,f,1,1,7,3,Washington,1.3333333333333333,0,0,0,268
913,20007,65.0,1,1.0,1.0,1.0,Real Bed,f,t,House,Private room,strict,f,2,2,18,3,Washington,1.0,0,0,17,292
914,20007,65.0,2,1.0,1.0,1.0,Real Bed,f,t,House,Private room,strict,f,4,4,6,6,Washington,2.0,0,11,25,115
915,20007,515.0,5,2.0,2.0,3.0,Real Bed,f,f,Apartment,Entire home/apt,flexible,f,16,16,0,2,Washington,1.6666666666666667,7,37,52,320
916,20007,135.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,strict,t,1,2,36,2,Washington,2.0,0,6,36,311
917,20007,120.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,t,1,1,2,2,Washington,2.0,0,0,0,115
918,20007,180.0,2,1.5,1.0,1.0,Real Bed,f,f,Apartment,Entire home/apt,flexible,f,1,1,0,1,Washington,2.0,26,56,86,361
919,20007,500.0,10,3.0,3.0,5.0,Real Bed,f,t,House,Entire home/apt,strict,f,27,30,11,3,Washington,2.0,16,35,59,320
920,20007,189.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,1,1,2,1,Washington,2.0,26,56,86,361
921,20007,118.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,1,1,0,5,Washington,2.0,0,16,46,321
922,20007,439.0,5,1.0,2.0,2.0,Real Bed,f,t,House,Entire home/apt,moderate,f,1,1,11,2,Washington,2.5,0,0,8,280
923,20007,220.0,6,1.5,1.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,1,2,1,1,Washington,3.0,14,40,70,345
924,20007,300.0,6,1.0,2.0,2.0,Real Bed,t,f,House,Entire home/apt,flexible,f,1,1,32,2,Washington,3.0,8,28,52,312
925,20007,165.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,f,1,1,2,1,Washington,2.0,28,58,88,363
926,20007,90.0,1,1.0,1.0,1.0,Real Bed,f,f,House,Private room,moderate,f,1,1,8,3,Washington,1.0,5,22,52,294
927,20007,185.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,f,1,1,1,2,Washington,2.0,2,2,2,123
928,20005,125.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,f,1,1,5,1,Washington,2.0,13,43,73,348
929,20009,120.0,4,1.0,1.0,1.0,Real Bed,f,f,Apartment,Entire home/apt,strict,f,1,1,0,2,Washington,4.0,0,0,0,25
930,20009,100.0,3,1.0,1.0,1.0,Real Bed,f,f,House,Private room,strict,t,12,12,24,2,Washington,3.0,17,47,77,167
931,20009,110.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,Entire home/apt,strict,f,1,1,4,2,Washington,2.0,0,0,0,0
932,20009,110.0,2,2.5,1.0,2.0,Real Bed,f,t,Apartment,Private room,strict,f,5,5,6,7,Washington,1.0,12,16,46,321
934,20009,220.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,f,1,1,3,1,Washington,3.0,30,60,90,365
935,20009,75.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,Private room,flexible,f,2,2,0,2,Washington,2.0,0,0,0,0
936,20009,112.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Private room,flexible,f,1,4,23,1,Washington,2.0,8,25,55,330
937,20005,40.0,1,1.0,1.0,1.0,Real Bed,f,t,Apartment,Shared room,flexible,f,1,1,0,4,Washington,1.0,0,0,0,53
938,20009,250.0,4,1.0,2.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,2,2,2,1,Washington,2.0,2,5,18,259
939,20009,150.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,f,1,2,10,2,Washington,2.0,17,43,71,331
940,20008,96.0,2,1.0,0.0,1.0,Real Bed,f,f,Apartment,Entire home/apt,strict,f,1,1,2,1,Washington,2.0,8,21,51,326
941,20009,113.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,2,2,2,7,Washington,2.0,6,13,43,318
942,20009,149.0,4,1.0,1.0,1.0,Real Bed,f,t,Apartment,Private room,strict,f,29,32,19,4,Washington,4.0,13,26,56,331
943,20009,125.0,3,1.0,1.0,1.0,Real Bed,f,f,Apartment,Private room,flexible,f,1,1,3,1,Washington,3.0,0,0,0,275
944,20037,139.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,29,32,59,2,Washington,2.0,12,42,72,317
945,20009,149.0,4,1.0,1.0,2.0,Real Bed,f,f,Apartment,Entire home/apt,moderate,f,1,1,0,3,Washington,2.0,0,0,0,43
946,20036,179.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,f,1,1,55,20,Washington,2.0,0,26,56,208
947,20005,120.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,Entire home/apt,flexible,f,1,1,0,1,Washington,2.0,0,0,6,13
948,20009,120.0,2,1.0,1.0,1.0,Real Bed,f,f,House,Private room,strict,f,23,23,6,1,Washington,2.0,7,7,7,282
949,20036,135.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,f,6,7,67,10,Washington,2.0,6,10,10,10
950,20009,99.0,3,1.0,1.0,1.0,Real Bed,f,f,House,Private room,flexible,f,12,12,3,2,Washington,3.0,26,56,86,361
951,20009,220.0,6,2.0,2.0,2.0,Real Bed,t,t,Apartment,Entire home/apt,strict,f,2,2,50,2,Washington,3.0,3,17,42,304
952,20009,150.0,3,1.0,0.0,1.0,Real Bed,f,f,Apartment,Entire home/apt,flexible,f,1,1,1,2,Washington,3.0,0,17,47,322
953,20009,120.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,1,1,0,2,Washington,2.0,19,42,72,347
954,20009,36.0,6,4.0,1.0,4.0,Real Bed,f,t,House,Shared room,strict,f,3,3,2,2,Washington,1.5,15,38,68,343
955,20005,150.0,2,1.5,1.0,1.0,Real Bed,t,t,House,Private room,moderate,f,2,2,68,2,Washington,2.0,24,54,84,359
956,20009,172.0,4,1.0,2.0,2.0,Real Bed,f,f,Apartment,Entire home/apt,flexible,f,1,1,20,2,Washington,2.0,17,47,77,77
957,20008,70.0,2,1.0,1.0,1.0,Real Bed,f,t,House,Private room,flexible,f,1,1,0,1,Washington,2.0,14,14,14,14
958,20009,99.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,1,1,2,3,Washington,2.0,0,0,0,148
959,20009,127.0,4,1.0,2.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,f,2,2,0,2,Washington,2.0,16,46,76,351
960,20005,165.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,f,1,1,19,1,Washington,2.0,16,46,76,351
962,20037,269.0,2,1.5,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,super_strict_30,f,5,480,0,4,Washington,2.0,30,60,90,365
963,20009,119.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,f,1,1,11,1,Washington,3.0,0,5,23,23
964,20009,150.0,4,1.0,2.0,2.0,Real Bed,f,f,Apartment,Entire home/apt,flexible,f,2,2,0,2,Washington,2.0,0,0,0,0
965,20008,145.0,5,1.0,1.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,f,6,7,74,4,Washington,2.5,3,5,31,300
966,20009,110.0,4,1.0,1.0,2.0,Real Bed,f,f,Apartment,Entire home/apt,flexible,f,1,1,0,7,Washington,2.0,16,46,51,55
967,20009,88.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Private room,flexible,f,1,1,0,1,Washington,2.0,8,8,8,8
968,20009,74.0,2,1.0,1.0,1.0,Real Bed,f,t,House,Private room,flexible,f,1,1,2,1,Washington,2.0,0,0,0,265
969,20009,99.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,f,1,1,1,2,Washington,2.0,3,18,18,18
970,20037,111.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,Private room,flexible,f,1,1,18,1,Washington,3.0,0,29,59,328
971,20036,132.0,1,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,f,6,6,0,5,Washington,1.0,0,23,53,328
972,20036,175.0,3,1.0,1.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,f,2,2,19,1,Washington,1.5,18,43,73,348
973,20005,129.0,3,1.0,1.0,1.0,Real Bed,f,f,Apartment,Entire home/apt,strict,f,1,1,30,2,Washington,3.0,9,32,62,337
974,20036,110.0,3,1.0,1.0,1.0,Pull-out Sofa,f,t,Apartment,Entire home/apt,strict,f,1,1,16,2,Washington,3.0,11,36,36,309
975,20009,110.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,f,1,1,36,2,Washington,2.0,0,0,0,275
976,20009,95.0,3,1.0,1.0,1.0,Real Bed,f,f,Apartment,Entire home/apt,strict,f,12,12,15,2,Washington,3.0,18,48,78,168
977,20009,95.0,2,1.0,1.0,1.0,Real Bed,f,t,Condominium,Entire home/apt,flexible,f,1,1,2,1,Washington,2.0,6,12,28,303
978,20009,199.0,6,1.0,2.0,4.0,Real Bed,f,f,Apartment,Entire home/apt,strict,f,4,4,0,1,Washington,1.5,10,40,70,345
979,20009,149.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,Entire home/apt,strict,f,1,1,0,2,Washington,2.0,0,0,0,80
980,20036,203.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,Entire home/apt,moderate,f,1,1,12,2,Washington,2.0,1,1,1,1
981,20009,200.0,2,1.0,0.0,1.0,Real Bed,f,f,Apartment,Entire home/apt,flexible,f,1,1,0,1,Washington,2.0,0,0,0,46
982,20009,90.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,f,1,1,19,2,Washington,2.0,0,0,0,175
983,20009,99.0,2,1.0,1.0,1.0,Real Bed,f,t,House,Private room,moderate,f,5,5,1,7,Washington,2.0,4,34,64,339
984,20036,240.0,4,1.0,2.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,f,1,1,22,5,Washington,2.0,20,50,80,355
985,20009,259.0,4,1.0,1.0,3.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,f,4,5,7,3,Washington,1.3333333333333333,20,46,76,351
986,20009,100.0,2,1.0,1.0,1.0,Real Bed,f,t,House,Private room,moderate,f,3,3,1,4,Washington,2.0,0,0,0,275
987,20009,300.0,4,2.0,2.0,2.0,Real Bed,t,t,Apartment,Entire home/apt,strict,f,2,3,32,1,Washington,2.0,9,36,66,292
988,20009,150.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,f,1,1,2,1,Washington,2.0,25,52,72,345
989,20009,119.0,4,1.0,1.0,2.0,Real Bed,f,f,Apartment,Entire home/apt,strict,f,4,4,1,1,Washington,2.0,11,41,71,346
990,20009,145.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,f,1,1,5,2,Washington,2.0,0,0,0,150
991,20009,418.0,9,2.0,3.0,3.0,Real Bed,f,f,Apartment,Entire home/apt,flexible,f,2,2,0,3,Washington,3.0,30,60,90,365
992,20036,129.0,4,1.0,1.0,2.0,Real Bed,f,t,Condominium,Entire home/apt,strict,f,1,1,2,5,Washington,2.0,1,1,1,1
993,20009,210.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,Entire home/apt,moderate,f,1,1,6,2,Washington,2.0,24,54,84,359
994,20037,299.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,super_strict_30,f,5,480,0,4,Washington,2.0,30,60,90,365
995,20009,222.0,6,1.0,2.0,3.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,f,2,2,9,1,Washington,2.0,0,0,0,0
996,20009,115.0,2,2.5,1.0,1.0,Real Bed,f,t,House,Private room,strict,f,5,5,3,4,Washington,2.0,2,32,62,337
997,20009,115.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,f,1,1,17,2,Washington,3.0,0,0,0,184
998,20036,99.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,strict,t,1,1,7,7,Washington,2.0,0,19,19,113
999,20008,100.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Private room,flexible,f,1,1,0,1,Washington,2.0,17,47,77,352
1000,20009,130.0,2,1.0,1.0,2.0,Real Bed,f,f,Apartment,Entire home/apt,flexible,f,1,1,8,4,Washington,1.0,11,11,11,11
1002,20009,75.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Private room,flexible,f,2,2,3,1,Washington,2.0,15,45,49,322
1003,20009,99.0,2,1.0,2.0,1.0,Real Bed,f,f,Apartment,Entire home/apt,flexible,f,1,1,0,1,Washington,2.0,0,0,0,19
1004,20005,98.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,1,1,0,1,Washington,2.0,0,14,44,319
1005,20005,115.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,f,1,1,44,3,Washington,2.0,7,34,64,64
1006,20009,215.0,2,1.0,1.0,1.0,Real Bed,f,t,Bed & Breakfast,Private room,strict,f,4,5,2,3,Washington,2.0,0,0,0,275
1007,20005,179.0,6,2.0,2.0,3.0,Real Bed,f,f,Condominium,Entire home/apt,moderate,f,6,6,0,1,Washington,2.0,19,48,78,78
1008,20009,199.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,Entire home/apt,strict,t,1,1,7,1,Washington,2.0,0,0,0,169
1009,20036,140.0,4,1.0,2.0,2.0,Real Bed,f,f,Apartment,Entire home/apt,flexible,f,1,1,2,1,Washington,2.0,0,0,0,264
1010,20009,195.0,11,5.0,6.0,6.0,Real Bed,f,f,House,Entire home/apt,strict,f,12,12,1,2,Washington,1.8333333333333333,29,59,89,364
1011,20005,115.0,3,1.0,0.0,1.0,Real Bed,f,f,Apartment,Entire home/apt,flexible,f,1,1,0,1,Washington,3.0,0,0,12,287
1012,20009,99.0,2,1.5,1.0,1.0,Real Bed,f,t,House,Private room,flexible,f,1,1,5,1,Washington,2.0,20,40,70,345
1013,20008,185.0,4,1.5,1.0,3.0,Real Bed,f,t,House,Private room,strict,f,3,3,1,1,Washington,1.3333333333333333,17,47,77,352
1014,20009,199.0,6,2.0,2.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,22,25,0,3,Washington,3.0,22,52,82,354
